"country","category","year","emissions","pop","gdp","lgdp","lpop","lemissions","const","lgdp_sq","emissions_pc","lemissions_pc"
"SE23","Transport",2015,2681.8773952945,1942677,88358.6,11.3891588131351,14.4795774767639,7.89427234888713,1,129.712938470813,0.00138050607244256,-6.58530512787678
"SE23","Transport",2016,2547.9158568956,1963466,90916.78,11.4176998615892,14.490221836833,7.84303099295039,1,130.363870129334,0.00129766232615976,-6.64719084388257
"SE23","Transport",2017,2506.3375501169,1992116,94243.2,11.4536339541663,14.5047079483629,7.82657782315972,1,131.185730756031,0.00125812831688361,-6.67813012520322
"SE23","Transport",2018,2372.7101416857,2015607,91078.92,11.4194816623999,14.5164309486938,7.77178810050714,1,130.404561437887,0.0011771690322993,-6.7446428481867
"SE23","Transport",2019,2368.5989203323,2039166,92036.49,11.4299404078289,14.5280514586999,7.77005388646204,1,130.64353772652,0.00116155277222762,-6.75799757223783
"SE23","Transport",2020,2234.6450433399,2059729,91160.23,11.4203740063929,14.5380849787138,7.71183767713728,1,130.424942445894,0.00108492187241132,-6.82624730157652
"SE23","Transport",2021,2110.0577207634,2071191,101339.68,11.5262333213379,14.543634362103,7.65447058190799,1,132.854054577921,0.00101876539670335,-6.88916378019497
"SE23","Waste",2000,2604.1379098199,1762246,54257.54,10.9014972479201,14.382099689808,7.86485696268642,1,118.84264224641,0.00147773801717802,-6.51724272712162
"SE23","Waste",2001,2613.294168711,1769645,52219.05,10.8632026498241,14.3862895194624,7.86836683810142,1,118.009171811146,0.00147673356447819,-6.517922681361
"SE23","Waste",2002,2721.0093753795,1777510,54155.13,10.899607984784,14.3907240665228,7.90875818434126,1,118.801454221967,0.00153079835015246,-6.48196588218149
"SE23","Waste",2003,2795.454324973,1786781,57985.95,10.9679560188041,14.3959262348688,7.93574992156484,1,120.29605923042,0.00156451984041301,-6.46017631330391
"SE23","Waste",2004,2909.5363644053,1796314,59427.65,10.9925148852602,14.4012473455249,7.97574902252534,1,120.835383502667,0.00161972593010203,-6.42549832299958
"SE23","Waste",2005,1960.1745110521,1805683,60462.72,11.0097822557436,14.4064494715282,7.58078878451214,1,121.215305318887,0.00108555849008497,-6.82566068701607
"SE23","Waste",2006,2479.8160670396,1814323,65511.87,11.0899866265788,14.4112229533434,7.81593966989227,1,122.987803377696,0.00136679966413897,-6.59528328345117
"SE23","Waste",2007,2422.488434692,1827143,68869.84,11.1399736253184,14.4182641026858,7.79255056963258,1,124.099012372789,0.00132583406700625,-6.62571353305322
"SE23","Waste",2008,2291.1436364516,1838691,68999.09,11.1418485950866,14.4245644633673,7.73680637645135,1,124.140790115834,0.00124607323169124,-6.687758086916
