"country","year","gdp","pop","category","emissions","lgdp","lpop","lemissions","const","lgdp_sq","emissions_pc","lemissions_pc"
"Switzerland",2020,729361717205.744,8638167,"2.C",1e-06,27.3154356286211,15.9717009654949,-13.8155105579643,1,746.133023581341,1.15765300670848e-13,-29.7872115234591
"Switzerland",2020,729361717205.744,8638167,"2.E",0.00155587139,27.3154356286211,15.9717009654949,-6.46571951088363,1,746.133023581341,1.80115919268521e-10,-22.4374204763785
"Switzerland",2020,729361717205.744,8638167,"2.F",0.710008111041037,27.3154356286211,15.9717009654949,-0.342478885010568,1,746.133023581341,8.21943024534068e-08,-16.3141798505054
"Switzerland",2020,729361717205.744,8638167,"2.G",0.0097387604859658,27.3154356286211,15.9717009654949,-4.63164142959374,1,746.133023581341,1.12741053581921e-09,-20.6033423950886
"Switzerland",2021,760153301723.961,8703405,"2.C",1e-06,27.3567859626802,15.9792248863663,-13.8155105579643,1,748.393738207896,1.14897560207758e-13,-29.7947354443305
"Switzerland",2021,760153301723.961,8703405,"2.E",0.00170271548666667,27.3567859626802,15.9792248863663,-6.37553095722069,1,748.393738207896,1.95637855145965e-10,-22.3547558435869
"Switzerland",2021,760153301723.961,8703405,"2.F",0.710153818333795,27.3567859626802,15.9792248863663,-0.342273686870476,1,748.393738207896,8.15949410987763e-08,-16.3214985732367
"Switzerland",2021,760153301723.961,8703405,"2.G",0.0087874194637529,27.3567859626802,15.9792248863663,-4.73443418675189,1,748.393738207896,1.00965305690737e-09,-20.7136590731181
"Switzerland",2022,775806624956.279,8769741,"2.C",1e-06,27.3771691314315,15.9868178314151,-13.8155105579643,1,749.509389651007,1.14028453063779e-13,-29.8023283893794
"Switzerland",2022,775806624956.279,8769741,"2.E",0.00188500285296593,27.3771691314315,15.9868178314151,-6.27382594457353,1,749.509389651007,2.14943959344515e-10,-22.2606437759887
"Switzerland",2022,775806624956.279,8769741,"2.F",0.712714362487575,27.3771691314315,15.9868178314151,-0.33867455245683,1,749.509389651007,8.12697162307958e-08,-16.325492383872
"Switzerland",2022,775806624956.279,8769741,"2.G",0.0082316630661046,27.3771691314315,15.9868178314151,-4.79976721106153,1,749.509389651007,9.38643805570153e-10,-20.7865850424767
"Chile",1969,39871415606.9528,9656299,NA,NA,24.4089255032763,16.0831210064831,NA,1,595.795644224491,NA,NA
"Chile",1970,40600650628.9521,9820481,NA,NA,24.4270499287693,16.0999806608011,NA,1,596.68076822259,NA,NA
"Chile",1971,44426322537.3661,9984378,NA,NA,24.5170979806592,16.1165322294516,NA,1,601.088093393242,NA,NA
"Chile",1972,43973197240.6367,10145765,NA,NA,24.5068461316333,16.1325669350034,NA,1,600.585507319552,NA,NA
"Chile",1973,41761675941.3198,10307842,NA,NA,24.4552449124099,16.1484155227363,NA,1,598.059003725952,NA,NA
"Chile",1974,42756501426.2427,10472743,NA,NA,24.4787871009122,16.1642865351627,NA,1,599.211017931785,NA,NA
"Chile",1975,37235738756.266,10639531,NA,NA,24.3405348562846,16.1800869619589,NA,1,592.461637090005,NA,NA
"Chile",1976,38662829723.8272,10804869,NA,NA,24.3781445031806,16.195507423833,NA,1,594.293929417954,NA,NA
"Chile",1977,42701041033.7149,10969861,NA,NA,24.4774891370645,16.2106621612504,NA,1,599.147474455109,NA,NA
"Chile",1978,45989492443.0853,11137748,NA,NA,24.5516787821922,16.2258506176289,NA,1,602.784931023946,NA,NA
"Chile",1979,49861028041.0308,11304331,NA,NA,24.6325055333818,16.240696484588,NA,1,606.760328852086,NA,NA
"Chile",1980,53843239256.2398,11469828,NA,NA,24.7093426849649,16.2552304933523,NA,1,610.551615923028,NA,NA
"Chile",1981,57356710034.9849,11637613,NA,NA,24.7725556751595,16.2697529105096,NA,1,613.679514678878,NA,NA
"Chile",1982,51039267019.2624,11807408,NA,NA,24.655861114972,16.2842376890642,NA,1,607.911487320786,NA,NA
"Chile",1983,48478412359.8118,11976513,NA,NA,24.6043844298175,16.2984580398355,NA,1,605.375733170247,NA,NA
"Chile",1984,50467812842.4674,12147758,NA,NA,24.6446016005654,16.3126551839747,NA,1,607.356388050589,NA,NA
"Chile",1985,52491529846.7008,12326396,NA,NA,24.6839176572746,16.327253537199,NA,1,609.295790911112,NA,NA
"Chile",1986,55314362817.2778,12514502,NA,NA,24.7362984371999,16.342398689807,NA,1,611.88446037422,NA,NA
"Chile",1987,58887929818.6639,12712784,NA,NA,24.7989019799256,16.3581186593057,NA,1,614.985539409957,NA,NA
"Chile",1988,63213313308.0184,12918389,NA,NA,24.8697807695228,16.3741623581418,NA,1,618.505995524124,NA,NA
"Chile",1989,69486212429.5984,13128619,NA,NA,24.9643941875288,16.3903050617678,NA,1,623.220977150324,NA,NA
"Chile",1990,71802580816.6515,13342868,"2.F",0.000107647,24.9971862568762,16.4064925678479,-9.13665320263326,1,624.859320760961,8.0677557478647e-12,-25.5431457704812
"Chile",1990,71802580816.6515,13342868,"2.G",0.0007105,24.9971862568762,16.4064925678479,-7.24954161042712,1,624.859320760961,5.32494213388006e-11,-23.656034178275
"Chile",1991,77406335822.9637,13561945,"2.F",0.011801252,25.0723344723697,16.4227782667687,-4.43954965144399,1,628.621955894379,8.70174005277267e-10,-20.8623279182126
"Chile",1991,77406335822.9637,13561945,"2.G",0.001431,25.0723344723697,16.4227782667687,-6.54938177840782,1,628.621955894379,1.05515838620493e-10,-22.9721600451765
"Chile",1992,86050075111.833,13782297,"2.F",0.023204517,25.1781952324895,16.4388955005147,-3.76340832098526,1,633.941515165357,1.68364656486506e-09,-20.2023038215
"Chile",1992,86050075111.833,13782297,"2.G",0.001202,25.1781952324895,16.4388955005147,-6.72376844286912,1,633.941515165357,8.72133288086884e-11,-23.1626639433838
"Chile",1993,91719728543.5696,13998386,"2.F",0.033984498,25.2420033353108,16.4544525952193,-3.38185079951523,1,637.158732379842,2.42774402706141e-09,-19.8363033947346
"Chile",1993,91719728543.5696,13998386,"2.G",0.0011225,25.2420033353108,16.4544525952193,-6.79219693834786,1,637.158732379842,8.01878159382089e-11,-23.2466495335672
"Chile",1994,96333412473.727,14210674,"2.F",0.053859264,25.291081057917,16.4695039303348,-2.92138085674961,1,639.638781078127,3.79005696703759e-09,-19.3908847870844
"Chile",1994,96333412473.727,14210674,"2.G",0.0008335,25.291081057917,16.4695039303348,-7.08987685577343,1,639.638781078127,5.86530941459919e-11,-23.5593807861082
"Chile",1995,104939161231.021,14416796,"2.F",0.089929508,25.3766466023297,16.4839044737321,-2.40872915999251,1,643.974192779532,6.23782898780006e-09,-18.8926336337246
"Chile",1995,104939161231.021,14416796,"2.G",0.000934,25.3766466023297,16.4839044737321,-6.97603411973543,1,643.974192779532,6.4785545970131e-11,-23.4599385934675
"Chile",1996,112078084845.939,14615483,"2.F",0.12596738,25.4424616514446,16.4975920042195,-2.07173229443706,1,647.31885488523,8.61876271896043e-09,-18.5693242986566
"Chile",1996,112078084845.939,14615483,"2.G",0.000654,25.4424616514446,16.4975920042195,-7.33240320650708,1,647.31885488523,4.47470672026371e-11,-23.8299952107266
"Chile",1997,120362604654.804,14809289,"2.F",0.161065427,25.5137747290092,16.5107651769889,-1.82594461766522,1,650.952700922628,1.08759729788513e-08,-18.3367097946541
"Chile",1997,120362604654.804,14809289,"2.G",0.0005355,25.5137747290092,16.5107651769889,-7.53230966807647,1,650.952700922628,3.61597373108189e-11,-24.0430748450654
"Chile",1998,125394828696.734,14996742,"2.F",0.197697089,25.5547332258319,16.5233435354751,-1.62101927324376,1,653.044390243435,1.31826692090855e-08,-18.1443628087189
"Chile",1998,125394828696.734,14996742,"2.G",0.0006855,25.5547332258319,16.5233435354751,-7.2853620589619,1,653.044390243435,4.57099281964043e-11,-23.8087055944371
"Chile",1999,125051709073.709,15176410,"2.F",0.23359057,25.5519931612995,16.5352528065736,-1.45418539699357,1,652.904354515095,1.53916881528636e-08,-17.9894382035672
"Chile",1999,125051709073.709,15176410,"2.G",0.000897,25.5519931612995,16.5352528065736,-7.01645469590548,1,652.904354515095,5.91048871241618e-11,-23.5517075024791
"Chile",2000,131268806713.5,15351799,"2.F",0.265380749,25.6005130173989,16.5467432238273,-1.3265896955099,1,655.386266754012,1.7286622173727e-08,-17.8733329193372
"Chile",2000,131268806713.5,15351799,"2.G",0.000307,25.6005130173989,16.5467432238273,-8.08866281037708,1,655.386266754012,1.99976563007371e-11,-24.6354060342044
"Chile",2001,135409070722.349,15523978,"2.F",0.332866726,25.6315661872217,16.5578963543094,-1.1000130913342,1,656.977185209927,2.14421024044224e-08,-17.6579094456436
"Chile",2001,135409070722.349,15523978,"2.G",0.0004175,25.6315661872217,16.5578963543094,-7.78122601367336,1,656.977185209927,2.68938799062972e-11,-24.3391223679828
"Chile",2002,139745951268.428,15693790,"2.F",0.4145746999,25.6630919773163,16.5687756506701,-0.880502103756083,1,658.594289836199,2.64164806525384e-08,-17.4492777544262
"Chile",2002,139745951268.428,15693790,"2.G",0.0007285,25.6630919773163,16.5687756506701,-7.22452293232901,1,658.594289836199,4.6419634772735e-11,-23.7932985829991
"Chile",2003,146346495299.789,15859112,"2.F",0.504455901,25.7092429024097,16.5792547826918,-0.684274854307379,1,660.965170615105,3.18085843015675e-08,-17.2635296369991
"Chile",2003,146346495299.789,15859112,"2.G",0.000809,25.7092429024097,16.5792547826918,-7.11971164090578,1,660.965170615105,5.10116833779848e-11,-23.6989664235975
"Chile",2004,156114032362.392,16017966,"2.F",0.576689683,25.7738525538446,16.5892215252514,-0.55045096823815,1,664.291475467323,3.60026786796776e-08,-17.1396724934896
"Chile",2004,156114032362.392,16017966,"2.G",0.00039,25.7738525538446,16.5892215252514,-7.84936381884058,1,664.291475467323,2.43476606205807e-11,-24.438585344092
"Chile",2005,165226479805.437,16175311,"2.F",0.639838223,25.8305829745675,16.5989966253689,-0.4465399111443,1,667.219016806015,3.95564711553305e-08,-17.0455365365132
"Chile",2005,165226479805.437,16175311,"2.G",0.0004005,25.8305829745675,16.5989966253689,-7.82279679145586,1,667.219016806015,2.47599567019144e-11,-24.4217934168247
"Chile",2006,175222666675.193,16334575,"2.F",0.74661371,25.8893233830803,16.6087945849256,-0.292207349423537,1,670.257065233709,4.57075687613544e-08,-16.9010019343491
"Chile",2006,175222666675.193,16334575,"2.G",0.0003413,25.8893233830803,16.6087945849256,-7.98274870205161,1,670.257065233709,2.08943299718542e-11,-24.5915432869772
"Chile",2007,184278578827.542,16495538,"2.F",0.851236568,25.9397144649567,16.6186004780572,-0.161065200791218,1,672.868786523485,5.16040500164347e-08,-16.7796656788484
"Chile",2007,184278578827.542,16495538,"2.G",0.0003620285,25.9397144649567,16.6186004780572,-7.92378761995572,1,672.868786523485,2.19470562281752e-11,-24.5423880980129
"Chile",2008,191261618037.281,16661462,"2.F",0.962484913,25.9769080557153,16.6286089459548,-0.0382368877482437,1,674.799752135088,5.77671343006994e-08,-16.666845833703
"Chile",2008,191261618037.281,16661462,"2.G",0.000362757,25.9769080557153,16.6286089459548,-7.92177736934964,1,674.799752135088,2.17722190285582e-11,-24.5503863153044
"Chile",2009,189123241928.628,16833447,"2.F",1.07107999,25.9656647131948,16.6388783580299,0.0686674758848777,1,674.215743998051,6.36280846103594e-08,-16.5702108821451
"Chile",2009,189123241928.628,16833447,"2.G",0.000372757,25.9656647131948,16.6388783580299,-7.89458382515303,1,674.215743998051,2.21438306723513e-11,-24.533462183183
"Chile",2010,200190074048.239,17004162,"2.F",1.171744006,26.0225331224198,16.6489686955855,0.158493242381949,1,677.172230107434,6.89092473948437e-08,-16.4904754532036
"Chile",2010,200190074048.239,17004162,"2.G",0.000372757,26.0225331224198,16.6489686955855,-7.89458382515303,1,677.172230107434,2.19215154501586e-11,-24.5435525207385
"Chile",2011,212649697631,17173573,"2.F",1.985121421,26.0829120367358,16.6588823067402,0.685680081537912,1,680.318300316097,1.15591637278975e-07,-15.9732022252023
"Chile",2011,212649697631,17173573,"2.G",0.000372757,26.0829120367358,16.6588823067402,-7.89458382515303,1,680.318300316097,2.17052677389848e-11,-24.5534661318933
"Chile",2012,225739009568.617,17341771,"2.F",2.185150895,26.142645343977,16.6686286578961,0.781684885659624,1,683.437905580961,1.26005059979168e-07,-15.8869437722364
"Chile",2012,225739009568.617,17341771,"2.G",0.000372757,26.142645343977,16.6686286578961,-7.89458382515303,1,683.437905580961,2.14947481430818e-11,-24.5632124830491
"Chile",2013,233207603317.118,17509925,"2.F",1.720697372,26.175194895167,16.6782784209862,0.542729657490402,1,685.140827799979,9.82698310815152e-08,-16.1355487634958
"Chile",2013,233207603317.118,17509925,"2.G",0.000382757,26.175194895167,16.6782784209862,-7.86811023489352,1,685.140827799979,2.185943115119e-11,-24.5463886558797
"Chile",2014,237388198185.23,17687108,"2.F",1.918393396,26.1929626051029,16.688346570578,0.651488062833144,1,686.071290032319,1.08462807825903e-07,-16.0368585077448
"Chile",2014,237388198185.23,17687108,"2.G",0.000382757,26.1929626051029,16.688346570578,-7.86811023489352,1,686.071290032319,2.16404513389074e-11,-24.5564568054715
"Chile",2015,242496655711.515,17870124,"2.F",2.114110892,26.2142537563485,16.6986408261155,0.748634342079846,1,687.187100002232,1.1830420941679e-07,-15.9500064840356
"Chile",2015,242496655711.515,17870124,"2.G",0.000392757,26.2142537563485,16.6986408261155,-7.84231945794472,1,687.187100002232,2.19784149231421e-11,-24.5409602840602
"Chile",2016,246747716051.202,18083879,"2.F",2.308231162,26.2316322590924,16.7105314363767,0.836481500476245,1,688.098530976254,1.27640267997812e-07,-15.8740499359004
"Chile",2016,246747716051.202,18083879,"2.G",0.000392757,26.2316322590924,16.7105314363767,-7.84231945794472,1,688.098530976254,2.17186257439568e-11,-24.5528508943214
"Chile",2017,250097798376.236,18368577,"2.F",2.634251431,26.2451178718174,16.7261519909356,0.968599054725975,1,688.806212105588,1.43410751469752e-07,-15.7575529362096
"Chile",2017,250097798376.236,18368577,"2.G",0.000392757,26.2451178718174,16.7261519909356,-7.84231945794472,1,688.806212105588,2.1382004713811e-11,-24.5684714488803
"Chile",2018,260076774254.889,18701450,"2.F",2.9542311,26.2842427099695,16.7441116189257,1.08323841395369,1,690.861414836582,1.57968023869807e-07,-15.660873204972
"Chile",2018,260076774254.889,18701450,"2.G",0.000402757,26.2842427099695,16.7441116189257,-7.81717715554923,1,690.861414836582,2.15361375722203e-11,-24.5612887744749
"Chile",2019,262009482868.82,19039485,"2.F",3.23427116933329,26.2916465342083,16.7620255386424,1.17380360715529,1,691.250677479748,1.698717780094e-07,-15.5882219314871
"Chile",2019,262009482868.82,19039485,"2.G",0.00040609033333333,26.2916465342083,16.7620255386424,-7.80893492721618,1,691.250677479748,2.13288507190888e-11,-24.5709604658585
"Chile",2020,245908353358.331,19300315,"2.F",3.51431123866671,26.2282247561419,16.7756319749854,1.25684355689187,1,687.919773858696,1.82085693350948e-07,-15.5187884180936
"Chile",2020,245908353358.331,19300315,"2.G",0.00040942366666667,26.2282247561419,16.7756319749854,-7.80076007823334,1,687.919773858696,2.12133152576354e-11,-24.5763920532188
"Chile",2021,274771676817.186,19493184,"2.F",3.85259339469382,26.3392063236318,16.7855754239696,1.34874653053836,1,693.753789758848,1.97637974108992e-07,-15.4368288934313
"Chile",2021,274771676817.186,19493184,"2.G",0.00041398823123123,26.3392063236318,16.7855754239696,-7.78967301152072,1,693.753789758848,2.12375890583719e-11,-24.5752484354903
"Chile",2022,281477214155.903,19603733,"2.F",4.22718689793664,26.363317336866,16.7912305652494,1.4415367358749,1,695.024501004298,2.15631731871508e-07,-15.3496938293745
"Chile",2022,281477214155.903,19603733,"2.G",0.00041871728460893,26.363317336866,16.7912305652494,-7.77831460418405,1,695.024501004298,2.13590587368707e-11,-24.5695451694334
"Colombia",1969,47444734561.2858,20392264,NA,NA,24.582831387695,16.8306661712077,NA,1,604.315599035842,NA,NA
"Colombia",1970,50390007351.6673,20905254,NA,NA,24.6430587255343,16.8555110729023,NA,1,607.280343350131,NA,NA
"Colombia",1971,53393618602.016,21405413,NA,NA,24.7009570739367,16.8791543919324,NA,1,610.137280368466,NA,NA
"Colombia",1972,57488453991.8994,21898055,NA,NA,24.7748499644458,16.9019083780573,NA,1,613.793190760799,NA,NA
"Colombia",1973,61353376866.259,22396318,NA,NA,24.8399160492333,16.9244071283142,NA,1,617.02142933296,NA,NA
"Colombia",1974,64878592928.3209,22897871,NA,NA,24.8957835592237,16.9465544947702,NA,1,619.800039027714,NA,NA
"Colombia",1975,66385888264.869,23403731,NA,NA,24.9187503447104,16.9684060120625,NA,1,620.944118742006,NA,NA
"Colombia",1976,69524857849.7314,23913002,NA,NA,24.9649501924722,16.9899328857147,NA,1,623.248738112618,NA,NA
"Colombia",1977,72416052854.9258,24443926,NA,NA,25.0056938362764,17.0118923176646,NA,1,625.284724233591,NA,NA
"Colombia",1978,78549620722.2918,25003608,NA,NA,25.0869963731487,17.0345306924193,NA,1,629.357387026376,NA,NA
"Colombia",1979,82774898285.7253,25579323,NA,NA,25.1393906915747,17.0572948877757,NA,1,631.988964343632,NA,NA
"Colombia",1980,86158201133.2046,26176195,NA,NA,25.179450991364,17.080360967929,NA,1,634.004752226502,NA,NA
"Colombia",1981,88119913732.4938,26785982,NA,NA,25.2019643799025,17.1033892489361,NA,1,635.139008605873,NA,NA
"Colombia",1982,88955661311.4707,27405194,NA,NA,25.2114038950304,17.1262431154375,NA,1,635.614886358352,NA,NA
"Colombia",1983,90355784314.2141,28042329,NA,NA,25.227020873122,17.1492256765958,NA,1,636.402582132935,NA,NA
"Colombia",1984,93383320886.8441,28689032,NA,NA,25.2599785890057,17.1720254474093,NA,1,638.066518317029,NA,NA
"Colombia",1985,96284839835.8973,29326260,NA,NA,25.2905767169391,17.1939939183327,NA,1,639.613270675384,NA,NA
"Colombia",1986,101892542216.77,29960101,NA,NA,25.3471845872227,17.2153770877692,NA,1,642.479766498739,NA,NA
"Colombia",1987,107363083672.478,30603048,NA,NA,25.399482232489,17.2366101698052,NA,1,645.133697678525,NA,NA
"Colombia",1988,111726505393.999,31256727,NA,NA,25.4393198057767,17.2577451749807,NA,1,647.158992180584,NA,NA
"Colombia",1989,115540955668.121,31923117,NA,NA,25.4728908985837,17.2788409761543,NA,1,648.868170731147,NA,NA
"Colombia",1990,120488417460.909,32601393,"2.F",0.001503506,25.5148194646009,17.2998655754854,-6.49995556485526,1,651.006012311176,4.61178453325599e-11,-23.7998211403406
"Colombia",1990,120488417460.909,32601393,"2.G",0.0017705,25.5148194646009,17.2998655754854,-6.33649328641232,1,651.006012311176,5.43074953883106e-11,-23.6363588618977
"Colombia",1991,122900122778.181,33272628,"2.F",0.035370603,25.5346378525267,17.3202456349563,-3.34187422756401,1,652.017730259689,1.06305408157119e-09,-20.6621198625203
"Colombia",1991,122900122778.181,33272628,"2.G",0.002191,25.5346378525267,17.3202456349563,-6.12339721836881,1,652.017730259689,6.58499232462191e-11,-23.4436428533251
"Colombia",1992,127871346023.455,33939039,"2.F",0.066405775,25.5742904862133,17.3400765026965,-2.71197125339011,1,654.04433387322,1.95661919007194e-09,-20.0520477560866
"Colombia",1992,127871346023.455,33939039,"2.G",0.002922,25.5742904862133,17.3400765026965,-5.83548696565363,1,654.04433387322,8.6095543247409e-11,-23.1755634683502
"Colombia",1993,134757742200.783,34614735,"2.F",0.096733761,25.6267445011205,17.3597900164243,-2.33579280612103,1,656.730033725709,2.79458331834694e-09,-19.6955828225454
"Colombia",1993,134757742200.783,34614735,"2.G",0.0034525,25.6267445011205,17.3597900164243,-5.66865667268083,1,656.730033725709,9.97407606904978e-11,-23.0284466891052
"Colombia",1994,142593449304.448,35295461,"2.F",0.150920288,25.683263406315,17.3792649300665,-1.89100347559206,1,659.630019198158,4.27591207832645e-09,-19.2702684056586
"Colombia",1994,142593449304.448,35295461,"2.G",0.0039535,25.683263406315,17.3792649300665,-5.53315401645329,1,659.630019198158,1.12011569986294e-10,-22.9124189465198
"Colombia",1995,150011784515.519,35970101,"2.F",0.206761605,25.7339796913935,17.3981986235633,-1.5761888160611,1,662.237710757054,5.74815191650421e-09,-18.9743874396244
"Colombia",1995,150011784515.519,35970101,"2.G",0.004314,25.7339796913935,17.3981986235633,-5.44588973101517,1,662.237710757054,1.19932940972281e-10,-22.8440883545785
"Colombia",1996,153095808856.297,36632573,"2.F",0.266206062,25.7543297640315,17.4164483752583,-1.3234846009288,1,663.285501594481,7.26692230982519e-09,-18.7399329761871
"Colombia",1996,153095808856.297,36632573,"2.G",0.003604,25.7543297640315,17.4164483752583,-5.62571093923605,1,663.285501594481,9.83823877181655e-11,-23.0421593144944
"Colombia",1997,158347444709.2,37291946,"2.F",0.324042044,25.7880574728207,17.4342879363659,-1.12688200617651,1,665.023908221506,8.68933050584166e-09,-18.5611699425424
"Colombia",1997,158347444709.2,37291946,"2.G",0.0028155,25.7880574728207,17.4342879363659,-5.8726154132696,1,665.023908221506,7.54988758162419e-11,-23.3069033496355
"Colombia",1998,159249683255.863,37944414,"2.F",0.390622371,25.7937391424225,17.451632857296,-0.940013988754119,1,665.31697894734,1.02945949040088e-08,-18.3916468460501
"Colombia",1998,159249683255.863,37944414,"2.G",0.0023955,25.7937391424225,17.451632857296,-6.0341633016411,1,665.31697894734,6.31318222492512e-11,-23.4857961589371
"Colombia",1999,152554802296.244,38585033,"2.F",0.478720387,25.7507897277594,17.4683750131281,-0.736638595230657,1,663.10317160328,1.24068932894265e-08,-18.2050136083588
"Colombia",1999,152554802296.244,38585033,"2.G",0.001847,25.7507897277594,17.4683750131281,-6.29419257776503,1,663.10317160328,4.78683016806024e-11,-23.7625675908931
"Colombia",2000,157016818949.296,39215135,"2.F",0.714391549,25.7796187636226,17.4845733271832,-0.336324078997096,1,664.588743597723,1.82172405883596e-08,-17.8208974061803
"Colombia",2000,157016818949.296,39215135,"2.G",0.001207,25.7796187636226,17.4845733271832,-6.71961733686674,1,664.588743597723,3.07789326748461e-11,-24.20419066405
"Colombia",2001,159651401497.25,39837875,"2.F",0.861409306,25.7962585346296,17.5003286509047,-0.149185503077088,1,665.44695438545,2.16228728565467e-08,-17.6495141539818
"Colombia",2001,159651401497.25,39837875,"2.G",0.0015975,25.7962585346296,17.5003286509047,-6.43931537171258,1,665.44695438545,4.01000304358603e-11,-23.9396440226173
"Colombia",2002,163649041403.649,40454050,"2.F",1.024218504,25.8209899802758,17.5156773200661,0.0239298866669418,1,666.723523561501,2.53180708482834e-08,-17.4917474333992
"Colombia",2002,163649041403.649,40454050,"2.G",0.0020085,25.8209899802758,17.5156773200661,-6.21036710416494,1,666.723523561501,4.9648922666581e-11,-23.7260444242311
"Colombia",2003,170061255813.476,41057687,"2.F",1.222122307,25.8594245374086,17.5304886357716,0.200588943302353,1,668.709837405929,2.97659804119019e-08,-17.3298996924692
"Colombia",2003,170061255813.476,41057687,"2.G",0.002449,25.8594245374086,17.5304886357716,-6.01207550101211,1,668.709837405929,5.96477828865518e-11,-23.5425641367837
"Colombia",2004,179130660114.196,41648268,"2.F",1.392505076,25.9113813212791,17.5447703410786,0.331104338055028,1,671.399681976731,3.34348855995644e-08,-17.2136660030236
"Colombia",2004,179130660114.196,41648268,"2.G",0.00296,25.9113813212791,17.5447703410786,-5.82256601064617,1,671.399681976731,7.10713828483816e-11,-23.3673363517248
"Colombia",2005,187780451762.206,42220940,"2.F",1.567377378,25.9585393075797,17.5584268644663,0.449403762713792,1,673.845762983159,3.71232231684089e-08,-17.1090231017525
"Colombia",2005,187780451762.206,42220940,"2.G",0.0035005,25.9585393075797,17.5584268644663,-5.65484946354702,1,673.845762983159,8.29090967657281e-11,-23.2132763280133
"Colombia",2006,200393418148.418,42772910,"2.F",1.684078067,26.023548362047,17.5714155162332,0.521218272821642,1,677.225069351799,3.93725389972298e-08,-17.0501972434116
"Colombia",2006,200393418148.418,42772910,"2.G",0.0036913,26.023548362047,17.5714155162332,-5.60177657945098,1,677.225069351799,8.62999501319878e-11,-23.1731920956842
"Colombia",2007,213896316811.027,43306582,"2.F",1.77958974,26.0887572336767,17.5838151906584,0.576382854592604,1,680.62325399772,4.10928237190365e-08,-17.0074323360658
"Colombia",2007,213896316811.027,43306582,"2.G",0.0038920285,26.0887572336767,17.5838151906584,-5.54882479197193,1,680.62325399772,8.98715234557186e-11,-23.1326399826303
"Colombia",2008,220919487267.707,43815313,"2.F",1.903544265,26.1210641610809,17.5954939261188,0.643717551101159,1,682.309992907307,4.34447259340587e-08,-16.9517763750177
"Colombia",2008,220919487267.707,43815313,"2.G",0.004082757,26.1210641610809,17.5954939261188,-5.50098278347824,1,682.309992907307,9.31810529346213e-11,-23.0964767095971
"Colombia",2009,223437193211.956,44313917,"2.F",2.021444778,26.1323961967964,17.6068093391784,0.703812492386953,1,682.902130986339,4.56164770539242e-08,-16.9029968467914
"Colombia",2009,223437193211.956,44313917,"2.G",0.004272757,26.1323961967964,17.6068093391784,-5.45549599264784,1,682.902130986339,9.64202058689598e-11,-23.0623053318262
"Colombia",2010,233479933060.558,44816108,"2.F",2.115919452,26.1763619705788,17.6180781863327,0.749489447108947,1,685.201926014767,4.72133691752082e-08,-16.8685887392238
"Colombia",2010,233479933060.558,44816108,"2.G",0.004462757,26.1763619705788,17.6180781863327,-5.41198854249826,1,685.201926014767,9.95793075114867e-11,-23.030066728831
"Colombia",2011,249701866608.634,45308899,"2.F",2.134492732,26.2435335096092,17.6290140170764,0.758229022197199,1,688.723051069982,4.71097903305927e-08,-16.8707849948792
"Colombia",2011,249701866608.634,45308899,"2.G",0.004652757,26.2435335096092,17.6290140170764,-5.37029533185474,1,688.723051069982,1.02689694578542e-10,-22.9993093489311
"Colombia",2012,259471791152.833,45782417,"2.F",2.138317103,26.2819138290302,17.6394106670758,0.760019119191417,1,690.73899451657,4.67060772042682e-08,-16.8793915478844
"Colombia",2012,259471791152.833,45782417,"2.G",0.004842757,26.2819138290302,17.6394106670758,-5.33027109233092,1,690.73899451657,1.0577766132356e-10,-22.9696817594067
"Colombia",2013,272793056096.735,46237930,"2.F",2.186613686,26.3319793084009,17.6493110148904,0.782354085030947,1,693.373134298053,4.72904752872804e-08,-16.8669569298594
"Colombia",2013,272793056096.735,46237930,"2.G",0.005042757,26.3319793084009,17.6493110148904,-5.28980232265232,1,693.373134298053,1.09061045769134e-10,-22.9391133375427
"Colombia",2014,285066097531.471,46677947,"2.F",2.387860247,26.3759869114886,17.6587823841241,0.87039767078599,1,695.692685555016,5.11560683463649e-08,-16.7883847133381
"Colombia",2014,285066097531.471,46677947,"2.G",0.005232757,26.3759869114886,17.6587823841241,-5.25281698874899,1,695.692685555016,1.12103409346602e-10,-22.9115993728731
"Colombia",2015,293492370228.847,47119728,"2.F",2.643705279,26.4051174800635,17.6682023247952,0.972181447924697,1,697.230229135957,5.61061235115788e-08,-16.6960208768705
"Colombia",2015,293492370228.847,47119728,"2.G",0.005422757,26.4051174800635,17.6682023247952,-5.2171509212734,1,697.230229135957,1.150846414054e-10,-22.8853532460686
"Colombia",2016,299618678608.617,47625955,"2.F",2.937850939,26.4257764318017,17.6788884437035,1.07767834093022,1,698.321660023566,6.16859218676035e-08,-16.6012101027733
"Colombia",2016,299618678608.617,47625955,"2.G",0.005612757,26.4257764318017,17.6788884437035,-5.18271323631624,1,698.321660023566,1.17850802151894e-10,-22.8616016800198
"Colombia",2017,303691577678.504,48351671,"2.F",3.255237185,26.4392784762412,17.6940113397628,1.18026514090134,1,699.03544634423,6.73241920636e-08,-16.5137461988614
"Colombia",2017,303691577678.504,48351671,"2.G",0.005802757,26.4392784762412,17.6940113397628,-5.14942212954274,1,699.03544634423,1.20011509012791e-10,-22.8434334693055
"Colombia",2018,311479214549.663,49276961,"2.F",3.624065884,26.4645984459802,17.7129672072685,1.28759656792718,1,700.374970906978,7.3544833334994e-08,-16.4253706393413
