"country","year","gdp","pop","category","emissions","lgdp","lpop","lemissions","const","lgdp_sq","emissions_pc","lemissions_pc"
"Australia",1992,631083827266.741,17478635,"2.C",0.4645671,27.1707045389473,16.6764898358977,-0.766649274756329,1,738.247185142773,2.65791407624222e-08,-17.443139110654
"Australia",1992,631083827266.741,17478635,"2.E",1e-06,27.1707045389473,16.6764898358977,-13.8155105579643,1,738.247185142773,5.72127056832527e-14,-30.492000393862
"Australia",1992,631083827266.741,17478635,"2.F",1e-06,27.1707045389473,16.6764898358977,-13.8155105579643,1,738.247185142773,5.72127056832527e-14,-30.492000393862
"Australia",1992,631083827266.741,17478635,"2.G",0.29784511,27.1707045389473,16.6764898358977,-1.21118169270211,1,738.247185142773,1.7040524617626e-08,-17.8876715285998
"Australia",1993,656626473554.846,17634808,"2.B",0.12364,27.2103811603526,16.6853852341533,-2.09038116171822,1,740.40484289167,7.0111338892944e-09,-18.7757663958715
"Australia",1993,656626473554.846,17634808,"2.C",0.42464458,27.2103811603526,16.6853852341533,-0.856502742289827,1,740.40484289167,2.40799094608799e-08,-17.5418879764431
"Australia",1993,656626473554.846,17634808,"2.E",1e-06,27.2103811603526,16.6853852341533,-13.8155105579643,1,740.40484289167,5.67060327506826e-14,-30.5008957921175
"Australia",1993,656626473554.846,17634808,"2.F",1e-06,27.2103811603526,16.6853852341533,-13.8155105579643,1,740.40484289167,5.67060327506826e-14,-30.5008957921175
"Australia",1993,656626473554.846,17634808,"2.G",0.465059858,27.2103811603526,16.6853852341533,-0.765589154797654,1,740.40484289167,2.63716995387758e-08,-17.4509743889509
"Australia",1994,682766270146.292,17805468,"2.B",0.069376,27.2494184273294,16.6950161591001,-2.66821429260501,1,742.53080462768,3.89633117197481e-09,-19.3632304517051
"Australia",1994,682766270146.292,17805468,"2.C",0.40292462,27.2494184273294,16.6950161591001,-0.909005781677355,1,742.53080462768,2.26292631005262e-08,-17.6040219407774
"Australia",1994,682766270146.292,17805468,"2.E",1e-06,27.2494184273294,16.6950161591001,-13.8155105579643,1,742.53080462768,5.61625226587698e-14,-30.5105267170643
"Australia",1994,682766270146.292,17805468,"2.F",0.001163986818,27.2494184273294,16.6950161591001,-6.75590425447928,1,742.53080462768,6.53724360404343e-11,-23.4509204135793
"Australia",1994,682766270146.292,17805468,"2.G",0.67907169,27.2494184273294,16.6950161591001,-0.387028575258951,1,742.53080462768,3.81383791765541e-08,-17.082044734359
"Australia",1995,709306120805.989,18004882,"2.B",0.06144,27.2875530344785,16.7061535013086,-2.78969419014272,1,744.610550609479,3.4124078125033e-09,-19.4958476914513
"Australia",1995,709306120805.989,18004882,"2.C",0.24976281,27.2875530344785,16.7061535013086,-1.38724357147754,1,744.610550609479,1.38719492857548e-08,-18.0933970727861
"Australia",1995,709306120805.989,18004882,"2.E",1e-06,27.2875530344785,16.7061535013086,-13.8155105579643,1,744.610550609479,5.55404917399625e-14,-30.5216640592728
"Australia",1995,709306120805.989,18004882,"2.F",0.078290053613721,27.2875530344785,16.7061535013086,-2.54733471325324,1,744.610550609479,4.34826807605409e-09,-19.2534882145618
"Australia",1995,709306120805.989,18004882,"2.G",0.894378077,27.2875530344785,16.7061535013086,-0.111626688286005,1,744.610550609479,4.96741981980221e-08,-16.8177801895946
"Australia",1996,736662931696.639,18224767,"2.B",1e-06,27.3253962726822,16.7182920511408,-13.8155105579643,1,746.677281459114,5.48703859972531e-14,-30.5338026091051
"Australia",1996,736662931696.639,18224767,"2.C",0.26456496,27.3253962726822,16.7182920511408,-1.32966846237427,1,746.677281459114,1.45167814765478e-08,-18.0479605135151
"Australia",1996,736662931696.639,18224767,"2.E",1e-06,27.3253962726822,16.7182920511408,-13.8155105579643,1,746.677281459114,5.48703859972531e-14,-30.5338026091051
"Australia",1996,736662931696.639,18224767,"2.F",0.194422600423208,27.3253962726822,16.7182920511408,-1.63772113639213,1,746.677281459114,1.06680431318111e-08,-18.3560131875329
"Australia",1996,736662931696.639,18224767,"2.G",1.00606773,27.3253962726822,16.7182920511408,0.00604939545498872,1,746.677281459114,5.52033246844802e-08,-16.7122426556858
